    ID 	   time 	 y
4.000000 	 2.500000 	 125.282879
4.000000 	 3.000000 	 137.070756
4.000000 	 3.500000 	 153.268736
4.000000 	 4.000000 	 163.965189
4.000000 	 4.500000 	 167.741043
4.000000 	 5.000000 	 177.887306
4.000000 	 5.500000 	 169.987308
4.000000 	 6.000000 	 181.150858
4.000000 	 6.500000 	 169.084337
4.000000 	 7.000000 	 183.814362
4.000000 	 7.500000 	 172.113835
4.000000 	 8.000000 	 177.469824
4.000000 	 8.500000 	 179.366344
4.000000 	 9.000000 	 181.726745
4.000000 	 9.500000 	 176.465549
4.000000 	 10.000000 	 192.119137
5.000000 	 0.000000 	 45.009264
5.000000 	 0.500000 	 80.281079
5.000000 	 1.000000 	 93.085056
5.000000 	 1.500000 	 117.145817
5.000000 	 2.000000 	 141.629741
5.000000 	 2.500000 	 171.442727
5.000000 	 3.000000 	 159.721669
5.000000 	 3.500000 	 173.031854
5.000000 	 4.000000 	 172.246611
5.000000 	 4.500000 	 185.664861
5.000000 	 5.000000 	 185.005874
5.000000 	 5.500000 	 180.786365
5.000000 	 6.000000 	 179.165591
5.000000 	 6.500000 	 187.746736
5.000000 	 7.000000 	 187.510512
5.000000 	 7.500000 	 181.857412
5.000000 	 8.000000 	 183.364652
5.000000 	 8.500000 	 191.723299
5.000000 	 9.000000 	 182.328180
5.000000 	 9.500000 	 193.968455
5.000000 	 10.000000 	 189.396735
6.000000 	 0.000000 	 45.684851
6.000000 	 0.500000 	 61.486882
6.000000 	 1.000000 	 79.262260
6.000000 	 1.500000 	 93.477844
6.000000 	 2.000000 	 122.384482
6.000000 	 2.500000 	 134.506270
6.000000 	 3.000000 	 138.583900
6.000000 	 3.500000 	 153.480374
6.000000 	 4.000000 	 151.167702
6.000000 	 4.500000 	 171.525917
6.000000 	 5.000000 	 176.298166
6.000000 	 5.500000 	 169.343541
6.000000 	 6.000000 	 173.825307
6.000000 	 6.500000 	 172.417670
6.000000 	 7.000000 	 171.084121
6.000000 	 7.500000 	 182.871176
6.000000 	 8.000000 	 171.453169
6.000000 	 8.500000 	 179.023674
6.000000 	 9.000000 	 183.400573
6.000000 	 9.500000 	 181.618933
6.000000 	 10.000000 	 182.278958
7.000000 	 0.000000 	 30.871848
7.000000 	 0.500000 	 54.905248
7.000000 	 1.000000 	 76.312951
7.000000 	 1.500000 	 88.060423
7.000000 	 2.000000 	 107.653030
7.000000 	 2.500000 	 139.546418
7.000000 	 3.000000 	 149.186472
7.000000 	 3.500000 	 164.905022
7.000000 	 4.000000 	 172.642471
7.000000 	 4.500000 	 179.949229
7.000000 	 5.000000 	 187.907069
7.000000 	 5.500000 	 184.216591
7.000000 	 6.000000 	 194.945626
7.000000 	 6.500000 	 196.381259
7.000000 	 7.000000 	 185.067070
7.000000 	 7.500000 	 196.716188
7.000000 	 8.000000 	 189.539095
7.000000 	 8.500000 	 183.056838
7.000000 	 9.000000 	 191.289179
7.000000 	 9.500000 	 191.950276
7.000000 	 10.000000 	 195.191166
8.000000 	 0.000000 	 48.312571
8.000000 	 0.500000 	 66.339365
8.000000 	 1.000000 	 75.374723
8.000000 	 1.500000 	 111.555018
8.000000 	 2.000000 	 131.673105
8.000000 	 2.500000 	 160.609111
8.000000 	 3.000000 	 176.631176
8.000000 	 3.500000 	 193.153829
8.000000 	 4.000000 	 203.838780
8.000000 	 4.500000 	 222.327315
8.000000 	 5.000000 	 222.862151
8.000000 	 5.500000 	 232.285805
8.000000 	 6.000000 	 232.128680
8.000000 	 6.500000 	 229.838075
8.000000 	 7.000000 	 232.738076
8.000000 	 7.500000 	 233.363041
8.000000 	 8.000000 	 239.028248
8.000000 	 8.500000 	 237.181941
8.000000 	 9.000000 	 231.133794
8.000000 	 9.500000 	 232.852006
8.000000 	 10.000000 	 230.191961
9.000000 	 0.000000 	 49.583720
9.000000 	 0.500000 	 60.138119
9.000000 	 1.000000 	 79.851355
9.000000 	 1.500000 	 114.319379
9.000000 	 2.000000 	 119.321435
9.000000 	 2.500000 	 140.824254
9.000000 	 3.000000 	 159.389123
9.000000 	 3.500000 	 178.987790
9.000000 	 4.000000 	 184.945492
9.000000 	 4.500000 	 192.936906
9.000000 	 5.000000 	 200.018524
9.000000 	 5.500000 	 200.737130
9.000000 	 6.000000 	 197.174464
9.000000 	 6.500000 	 200.243376
9.000000 	 7.000000 	 206.889728
9.000000 	 7.500000 	 209.946019
9.000000 	 8.000000 	 204.684877
9.000000 	 8.500000 	 208.904004
9.000000 	 9.000000 	 218.845732
9.000000 	 9.500000 	 211.533254
9.000000 	 10.000000 	 211.487286
